Time,Status,Message,Season,Round,Date
0 days 03:54:43.128000,1,AllClear,2022,7,2022-05-29 16:54:43.128
0 days 04:04:20.991000,2,Yellow,2022,7,2022-05-29 17:04:20.991
0 days 00:00:03.133000,2,Yellow,2022,8,2022-06-12 11:00:03.133
0 days 00:00:12.284000,1,AllClear,2022,8,2022-06-12 11:00:12.284
0 days 00:00:14.876000,2,Yellow,2022,8,2022-06-12 11:00:14.876
0 days 00:11:48.278000,1,AllClear,2022,8,2022-06-12 11:11:48.278
0 days 00:20:40.673000,2,Yellow,2022,8,2022-06-12 11:20:40.673
0 days 00:21:07.849000,1,AllClear,2022,8,2022-06-12 11:21:07.849
0 days 00:51:37.173000,2,Yellow,2022,8,2022-06-12 11:51:37.173
0 days 00:51:43.773000,1,AllClear,2022,8,2022-06-12 11:51:43.773
0 days 00:51:47.484000,2,Yellow,2022,8,2022-06-12 11:51:47.484
0 days 00:52:07.769000,1,AllClear,2022,8,2022-06-12 11:52:07.769
0 days 00:52:14.690000,2,Yellow,2022,8,2022-06-12 11:52:14.690
0 days 00:52:24.748000,1,AllClear,2022,8,2022-06-12 11:52:24.748
0 days 01:18:10.247000,2,Yellow,2022,8,2022-06-12 12:18:10.247
0 days 01:19:09.213000,6,VSCDeployed,2022,8,2022-06-12 12:19:09.213
0 days 01:21:06.431000,7,VSCEnding,2022,8,2022-06-12 12:21:06.431
0 days 01:21:20.621000,1,AllClear,2022,8,2022-06-12 12:21:20.621
0 days 01:26:26.185000,2,Yellow,2022,8,2022-06-12 12:26:26.185
0 days 01:26:32.065000,1,AllClear,2022,8,2022-06-12 12:26:32.065
0 days 02:02:45.972000,2,Yellow,2022,8,2022-06-12 13:02:45.972
0 days 02:03:22.133000,6,VSCDeployed,2022,8,2022-06-12 13:03:22.133
0 days 02:07:27.871000,7,VSCEnding,2022,8,2022-06-12 13:07:27.871
0 days 02:07:40.908000,1,AllClear,2022,8,2022-06-12 13:07:40.908
0 days 02:38:28.902000,2,Yellow,2022,8,2022-06-12 13:38:28.902
0 days 00:00:00,2,Yellow,2022,9,2022-06-19 18:00:00.000
0 days 00:06:01.850000,1,AllClear,2022,9,2022-06-19 18:06:01.850
0 days 01:12:46.079000,2,Yellow,2022,9,2022-06-19 19:12:46.079
0 days 01:13:11.665000,6,VSCDeployed,2022,9,2022-06-19 19:13:11.665
0 days 01:15:55.176000,7,VSCEnding,2022,9,2022-06-19 19:15:55.176
0 days 01:16:09.743000,1,AllClear,2022,9,2022-06-19 19:16:09.743
0 days 01:27:52.759000,2,Yellow,2022,9,2022-06-19 19:27:52.759
0 days 01:28:10.130000,6,VSCDeployed,2022,9,2022-06-19 19:28:10.130
0 days 01:29:35.617000,7,VSCEnding,2022,9,2022-06-19 19:29:35.617
0 days 01:29:49.731000,1,AllClear,2022,9,2022-06-19 19:29:49.731
0 days 02:06:35.092000,2,Yellow,2022,9,2022-06-19 20:06:35.092
0 days 02:07:19.350000,4,SCDeployed,2022,9,2022-06-19 20:07:19.350
0 days 02:18:05.440000,1,AllClear,2022,9,2022-06-19 20:18:05.440
0 days 00:00:00,1,AllClear,2022,10,2022-07-03 14:00:00.000
0 days 01:02:26.276000,2,Yellow,2022,10,2022-07-03 15:02:26.276
0 days 01:02:38.097000,5,Red,2022,10,2022-07-03 15:02:38.097
0 days 01:54:02.388000,1,AllClear,2022,10,2022-07-03 15:54:02.388
0 days 02:11:53.059000,2,Yellow,2022,10,2022-07-03 16:11:53.059
0 days 02:12:03.034000,1,AllClear,2022,10,2022-07-03 16:12:03.034
0 days 02:55:58.711000,2,Yellow,2022,10,2022-07-03 16:55:58.711
0 days 02:56:11.429000,4,SCDeployed,2022,10,2022-07-03 16:56:11.429
0 days 03:04:51.200000,1,AllClear,2022,10,2022-07-03 17:04:51.200
0 days 03:20:51.705000,2,Yellow,2022,10,2022-07-03 17:20:51.705
0 days 03:22:47.062000,1,AllClear,2022,10,2022-07-03 17:22:47.062
0 days 00:08:05.416000,1,AllClear,2022,11,2022-07-10 13:08:05.416
0 days 01:48:58.964000,2,Yellow,2022,11,2022-07-10 14:48:58.964
0 days 01:49:14.531000,1,AllClear,2022,11,2022-07-10 14:49:14.531
0 days 02:09:18.938000,2,Yellow,2022,11,2022-07-10 15:09:18.938
0 days 02:09:21.419000,1,AllClear,2022,11,2022-07-10 15:09:21.419
0 days 02:09:26.637000,2,Yellow,2022,11,2022-07-10 15:09:26.637
0 days 02:10:18.024000,6,VSCDeployed,2022,11,2022-07-10 15:10:18.024
0 days 02:12:46.453000,7,VSCEnding,2022,11,2022-07-10 15:12:46.453
0 days 02:12:58.041000,1,AllClear,2022,11,2022-07-10 15:12:58.041
0 days 00:00:00,1,AllClear,2022,12,2022-07-24 13:00:00.000
0 days 00:15:20.751000,2,Yellow,2022,12,2022-07-24 13:15:20.751
0 days 00:15:23.161000,1,AllClear,2022,12,2022-07-24 13:15:23.161
0 days 00:15:24.861000,2,Yellow,2022,12,2022-07-24 13:15:24.861
0 days 00:15:27.740000,1,AllClear,2022,12,2022-07-24 13:15:27.740
0 days 00:43:42.474000,2,Yellow,2022,12,2022-07-24 13:43:42.474
0 days 00:43:57.738000,1,AllClear,2022,12,2022-07-24 13:43:57.738
0 days 01:11:55.277000,2,Yellow,2022,12,2022-07-24 14:11:55.277
0 days 01:12:15.584000,4,SCDeployed,2022,12,2022-07-24 14:12:15.584
0 days 01:18:02.505000,1,AllClear,2022,12,2022-07-24 14:18:02.505
0 days 01:21:18.845000,2,Yellow,2022,12,2022-07-24 14:21:18.845
0 days 01:21:37,1,AllClear,2022,12,2022-07-24 14:21:37.000
0 days 01:47:01.605000,2,Yellow,2022,12,2022-07-24 14:47:01.605
0 days 01:47:07.661000,1,AllClear,2022,12,2022-07-24 14:47:07.661
0 days 02:05:04.377000,2,Yellow,2022,12,2022-07-24 15:05:04.377
0 days 02:05:47.311000,6,VSCDeployed,2022,12,2022-07-24 15:05:47.311
0 days 02:06:45.700000,7,VSCEnding,2022,12,2022-07-24 15:06:45.700
0 days 02:07:44.438000,1,AllClear,2022,12,2022-07-24 15:07:44.438
0 days 00:00:00,2,Yellow,2022,13,2022-07-31 13:00:00.000
0 days 00:04:16.015000,1,AllClear,2022,13,2022-07-31 13:04:16.015
0 days 01:02:47.449000,2,Yellow,2022,13,2022-07-31 14:02:47.449
0 days 01:03:00.518000,1,AllClear,2022,13,2022-07-31 14:03:00.518
0 days 01:03:35.598000,6,VSCDeployed,2022,13,2022-07-31 14:03:35.598
0 days 01:05:42.914000,7,VSCEnding,2022,13,2022-07-31 14:05:42.914
0 days 01:05:53.098000,1,AllClear,2022,13,2022-07-31 14:05:53.098
0 days 01:51:41.509000,2,Yellow,2022,13,2022-07-31 14:51:41.509
0 days 01:51:56.165000,1,AllClear,2022,13,2022-07-31 14:51:56.165
0 days 02:00:44.321000,2,Yellow,2022,13,2022-07-31 15:00:44.321
0 days 02:00:46.696000,1,AllClear,2022,13,2022-07-31 15:00:46.696
0 days 02:09:19.027000,2,Yellow,2022,13,2022-07-31 15:09:19.027
0 days 02:09:21.966000,1,AllClear,2022,13,2022-07-31 15:09:21.966
0 days 02:09:26.516000,2,Yellow,2022,13,2022-07-31 15:09:26.516
0 days 02:09:28.570000,1,AllClear,2022,13,2022-07-31 15:09:28.570
0 days 02:36:59.872000,2,Yellow,2022,13,2022-07-31 15:36:59.872
0 days 02:37:36.563000,6,VSCDeployed,2022,13,2022-07-31 15:37:36.563
0 days 02:39:27.997000,7,VSCEnding,2022,13,2022-07-31 15:39:27.997
0 days 02:39:41.769000,1,AllClear,2022,13,2022-07-31 15:39:41.769
0 days 00:01:29.745000,1,AllClear,2022,14,2022-08-28 13:01:29.745
0 days 00:30:37.879000,2,Yellow,2022,14,2022-08-28 13:30:37.879
0 days 00:31:09.838000,1,AllClear,2022,14,2022-08-28 13:31:09.838
0 days 01:03:26.855000,2,Yellow,2022,14,2022-08-28 14:03:26.855
0 days 01:03:32.069000,1,AllClear,2022,14,2022-08-28 14:03:32.069
0 days 01:05:18.853000,2,Yellow,2022,14,2022-08-28 14:05:18.853
0 days 01:05:51.780000,4,SCDeployed,2022,14,2022-08-28 14:05:51.780
0 days 01:12:57.770000,1,AllClear,2022,14,2022-08-28 14:12:57.770
0 days 02:28:40.049000,2,Yellow,2022,14,2022-08-28 15:28:40.049
0 days 02:30:56.014000,1,AllClear,2022,14,2022-08-28 15:30:56.014
0 days 00:00:00,1,AllClear,2022,15,2022-09-04 13:00:00.000
0 days 01:03:40.534000,2,Yellow,2022,15,2022-09-04 14:03:40.534
0 days 01:03:46.992000,1,AllClear,2022,15,2022-09-04 14:03:46.992
0 days 01:06:24.939000,2,Yellow,2022,15,2022-09-04 14:06:24.939
0 days 01:06:28.074000,1,AllClear,2022,15,2022-09-04 14:06:28.074
0 days 01:57:59.631000,2,Yellow,2022,15,2022-09-04 14:57:59.631
0 days 01:59:00.629000,1,AllClear,2022,15,2022-09-04 14:59:00.629
0 days 02:01:59.716000,2,Yellow,2022,15,2022-09-04 15:01:59.716
0 days 02:02:28.234000,6,VSCDeployed,2022,15,2022-09-04 15:02:28.234
0 days 02:06:03.103000,7,VSCEnding,2022,15,2022-09-04 15:06:03.103
0 days 02:06:16.780000,1,AllClear,2022,15,2022-09-04 15:06:16.780
0 days 02:13:01.978000,2,Yellow,2022,15,2022-09-04 15:13:01.978
0 days 02:14:18.971000,4,SCDeployed,2022,15,2022-09-04 15:14:18.971
0 days 02:23:46.597000,1,AllClear,2022,15,2022-09-04 15:23:46.597
0 days 00:07:13.128000,1,AllClear,2022,16,2022-09-11 13:07:13.128
0 days 00:07:13.128000,2,Yellow,2022,16,2022-09-11 13:07:13.128
0 days 00:08:32.384000,1,AllClear,2022,16,2022-09-11 13:08:32.384
0 days 01:18:18.928000,2,Yellow,2022,16,2022-09-11 14:18:18.928
0 days 01:18:28.703000,1,AllClear,2022,16,2022-09-11 14:18:28.703
0 days 01:18:29.579000,2,Yellow,2022,16,2022-09-11 14:18:29.579
0 days 01:18:50.912000,6,VSCDeployed,2022,16,2022-09-11 14:18:50.912
0 days 01:20:01.263000,7,VSCEnding,2022,16,2022-09-11 14:20:01.263
0 days 01:20:14.670000,1,AllClear,2022,16,2022-09-11 14:20:14.670
0 days 02:09:42.002000,2,Yellow,2022,16,2022-09-11 15:09:42.002
0 days 02:10:43.523000,4,SCDeployed,2022,16,2022-09-11 15:10:43.523
0 days 00:14:57.999000,1,AllClear,2022,17,2022-10-02 12:14:57.999
0 days 00:48:08.380000,2,Yellow,2022,17,2022-10-02 12:48:08.380
0 days 01:19:47.419000,1,AllClear,2022,17,2022-10-02 13:19:47.419
0 days 01:37:26.264000,2,Yellow,2022,17,2022-10-02 13:37:26.264
0 days 01:46:46.991000,1,AllClear,2022,17,2022-10-02 13:46:46.991
0 days 02:08:46.566000,2,Yellow,2022,17,2022-10-02 14:08:46.566
0 days 02:08:48.063000,1,AllClear,2022,17,2022-10-02 14:08:48.063
0 days 02:21:22.302000,2,Yellow,2022,17,2022-10-02 14:21:22.302
0 days 02:21:28.424000,1,AllClear,2022,17,2022-10-02 14:21:28.424
0 days 02:21:45.120000,2,Yellow,2022,17,2022-10-02 14:21:45.120
0 days 02:23:37.736000,4,SCDeployed,2022,17,2022-10-02 14:23:37.736
0 days 02:30:05.688000,1,AllClear,2022,17,2022-10-02 14:30:05.688
0 days 02:51:31.439000,2,Yellow,2022,17,2022-10-02 14:51:31.439
0 days 02:52:08.287000,6,VSCDeployed,2022,17,2022-10-02 14:52:08.287
0 days 02:55:00.727000,7,VSCEnding,2022,17,2022-10-02 14:55:00.727
0 days 02:55:11.300000,1,AllClear,2022,17,2022-10-02 14:55:11.300
0 days 03:00:45.695000,2,Yellow,2022,17,2022-10-02 15:00:45.695
0 days 03:01:07.906000,1,AllClear,2022,17,2022-10-02 15:01:07.906
0 days 03:01:13.091000,2,Yellow,2022,17,2022-10-02 15:01:13.091
0 days 03:02:02.127000,6,VSCDeployed,2022,17,2022-10-02 15:02:02.127
0 days 03:03:26.325000,7,VSCEnding,2022,17,2022-10-02 15:03:26.325
0 days 03:03:38.220000,1,AllClear,2022,17,2022-10-02 15:03:38.220
0 days 03:05:29.126000,2,Yellow,2022,17,2022-10-02 15:05:29.126
0 days 03:06:56.303000,6,VSCDeployed,2022,17,2022-10-02 15:06:56.303
0 days 03:10:55.964000,7,VSCEnding,2022,17,2022-10-02 15:10:55.964
0 days 03:11:10.227000,1,AllClear,2022,17,2022-10-02 15:11:10.227
0 days 03:17:00.351000,2,Yellow,2022,17,2022-10-02 15:17:00.351
0 days 03:17:06.680000,1,AllClear,2022,17,2022-10-02 15:17:06.680
0 days 03:22:48.614000,2,Yellow,2022,17,2022-10-02 15:22:48.614
0 days 03:23:29.510000,4,SCDeployed,2022,17,2022-10-02 15:23:29.510
0 days 03:33:18.832000,1,AllClear,2022,17,2022-10-02 15:33:18.832
0 days 00:00:00,1,AllClear,2022,18,2022-10-09 05:00:00.000
0 days 01:02:52.655000,2,Yellow,2022,18,2022-10-09 06:02:52.655
0 days 01:03:12.328000,1,AllClear,2022,18,2022-10-09 06:03:12.328
0 days 01:03:47.819000,2,Yellow,2022,18,2022-10-09 06:03:47.819
0 days 01:04:10,4,SCDeployed,2022,18,2022-10-09 06:04:10.000
0 days 01:07:12.953000,5,Red,2022,18,2022-10-09 06:07:12.953
0 days 03:03:47.299000,1,AllClear,2022,18,2022-10-09 08:03:47.299
0 days 00:00:00,1,AllClear,2022,19,2022-10-23 19:00:00.000
0 days 00:10:06.521000,2,Yellow,2022,19,2022-10-23 19:10:06.521
0 days 00:10:08.261000,1,AllClear,2022,19,2022-10-23 19:10:08.261
0 days 00:14:45.524000,2,Yellow,2022,19,2022-10-23 19:14:45.524
0 days 00:14:47.025000,1,AllClear,2022,19,2022-10-23 19:14:47.025
0 days 00:14:48.446000,2,Yellow,2022,19,2022-10-23 19:14:48.446
0 days 00:14:50.265000,1,AllClear,2022,19,2022-10-23 19:14:50.265
0 days 00:15:30.757000,2,Yellow,2022,19,2022-10-23 19:15:30.757
0 days 00:15:34.166000,1,AllClear,2022,19,2022-10-23 19:15:34.166
0 days 01:02:54.062000,2,Yellow,2022,19,2022-10-23 20:02:54.062
0 days 01:02:58.311000,1,AllClear,2022,19,2022-10-23 20:02:58.311
0 days 01:32:34.068000,2,Yellow,2022,19,2022-10-23 20:32:34.068
0 days 01:33:06.788000,4,SCDeployed,2022,19,2022-10-23 20:33:06.788
0 days 01:41:54.800000,1,AllClear,2022,19,2022-10-23 20:41:54.800
0 days 01:43:05.660000,2,Yellow,2022,19,2022-10-23 20:43:05.660
0 days 01:43:13.471000,4,SCDeployed,2022,19,2022-10-23 20:43:13.471
0 days 01:52:19.096000,1,AllClear,2022,19,2022-10-23 20:52:19.096
0 days 00:00:02.936000,2,Yellow,2022,20,2022-10-30 20:00:02.936
0 days 00:06:31.711000,1,AllClear,2022,20,2022-10-30 20:06:31.711
0 days 02:31:34.690000,2,Yellow,2022,20,2022-10-30 22:31:34.690
0 days 02:31:57.090000,6,VSCDeployed,2022,20,2022-10-30 22:31:57.090
0 days 02:32:50.946000,7,VSCEnding,2022,20,2022-10-30 22:32:50.946
0 days 02:33:02.399000,1,AllClear,2022,20,2022-10-30 22:33:02.399
0 days 00:13:30.735000,1,AllClear,2022,21,2022-11-13 18:13:30.735
0 days 01:02:34.787000,2,Yellow,2022,21,2022-11-13 19:02:34.787
0 days 01:02:44.831000,4,SCDeployed,2022,21,2022-11-13 19:02:44.831
0 days 01:12:52.027000,1,AllClear,2022,21,2022-11-13 19:12:52.027
0 days 01:13:49.890000,2,Yellow,2022,21,2022-11-13 19:13:49.890
0 days 01:14:01.337000,1,AllClear,2022,21,2022-11-13 19:14:01.337
0 days 02:11:42.913000,2,Yellow,2022,21,2022-11-13 20:11:42.913
0 days 02:12:45.520000,6,VSCDeployed,2022,21,2022-11-13 20:12:45.520
0 days 02:15:23.432000,4,SCDeployed,2022,21,2022-11-13 20:15:23.432
0 days 02:25:12.153000,1,AllClear,2022,21,2022-11-13 20:25:12.153
0 days 00:00:00,1,AllClear,2022,22,2022-11-20 13:00:00.000
0 days 00:02:19.161000,2,Yellow,2022,22,2022-11-20 13:02:19.161
0 days 00:02:21.239000,1,AllClear,2022,22,2022-11-20 13:02:21.239
0 days 02:00:17.981000,2,Yellow,2022,22,2022-11-20 15:00:17.981
0 days 02:00:27.096000,1,AllClear,2022,22,2022-11-20 15:00:27.096
0 days 00:05:28.637000,1,AllClear,2023,1,2023-03-05 15:05:28.637
0 days 00:21:59.040000,2,Yellow,2023,1,2023-03-05 15:21:59.040
0 days 00:22:03.165000,1,AllClear,2023,1,2023-03-05 15:22:03.165
0 days 01:03:07.651000,2,Yellow,2023,1,2023-03-05 16:03:07.651
0 days 01:03:08.151000,1,AllClear,2023,1,2023-03-05 16:03:08.151
0 days 01:04:15.978000,2,Yellow,2023,1,2023-03-05 16:04:15.978
0 days 01:04:51.243000,1,AllClear,2023,1,2023-03-05 16:04:51.243
0 days 02:08:59.830000,2,Yellow,2023,1,2023-03-05 17:08:59.830
0 days 02:09:18.298000,6,VSCDeployed,2023,1,2023-03-05 17:09:18.298
0 days 02:10:53.875000,7,VSCEnding,2023,1,2023-03-05 17:10:53.875
0 days 02:11:06.437000,1,AllClear,2023,1,2023-03-05 17:11:06.437
0 days 00:00:00,1,AllClear,2023,2,2023-03-19 17:00:00.000
0 days 01:29:32.087000,2,Yellow,2023,2,2023-03-19 18:29:32.087
0 days 01:30:11.102000,4,SCDeployed,2023,2,2023-03-19 18:30:11.102
0 days 01:37:27.407000,1,AllClear,2023,2,2023-03-19 18:37:27.407
0 days 00:00:00,2,Yellow,2023,3,2023-04-02 05:00:00.000
0 days 00:13:07.538000,1,AllClear,2023,3,2023-04-02 05:13:07.538
0 days 00:30:47.338000,2,Yellow,2023,3,2023-04-02 05:30:47.338
0 days 00:39:12.957000,1,AllClear,2023,3,2023-04-02 05:39:12.957
0 days 01:02:44.534000,2,Yellow,2023,3,2023-04-02 06:02:44.534
0 days 01:03:25.831000,4,SCDeployed,2023,3,2023-04-02 06:03:25.831
0 days 01:08:10.984000,1,AllClear,2023,3,2023-04-02 06:08:10.984
0 days 01:13:10.543000,2,Yellow,2023,3,2023-04-02 06:13:10.543
0 days 01:13:23.246000,4,SCDeployed,2023,3,2023-04-02 06:13:23.246
0 days 01:16:01.056000,5,Red,2023,3,2023-04-02 06:16:01.056
0 days 01:31:41.671000,1,AllClear,2023,3,2023-04-02 06:31:41.671
0 days 01:47:34.722000,6,VSCDeployed,2023,3,2023-04-02 06:47:34.722
0 days 01:49:37.049000,7,VSCEnding,2023,3,2023-04-02 06:49:37.049
0 days 01:49:51.267000,1,AllClear,2023,3,2023-04-02 06:49:51.267
0 days 02:36:29.985000,2,Yellow,2023,3,2023-04-02 07:36:29.985
0 days 02:36:38.329000,1,AllClear,2023,3,2023-04-02 07:36:38.329
0 days 02:37:30.688000,4,SCDeployed,2023,3,2023-04-02 07:37:30.688
0 days 02:40:06.264000,5,Red,2023,3,2023-04-02 07:40:06.264
0 days 02:50:08.585000,1,AllClear,2023,3,2023-04-02 07:50:08.585
0 days 02:59:13.048000,2,Yellow,2023,3,2023-04-02 07:59:13.048
0 days 02:59:25.329000,5,Red,2023,3,2023-04-02 07:59:25.329
0 days 03:22:14.751000,1,AllClear,2023,3,2023-04-02 08:22:14.751
0 days 03:36:04.835000,5,Red,2023,3,2023-04-02 08:36:04.835
0 days 00:00:00,1,AllClear,2023,4,2023-04-30 11:00:00.000
0 days 00:05:00.728000,2,Yellow,2023,4,2023-04-30 11:05:00.728
0 days 00:05:07.931000,1,AllClear,2023,4,2023-04-30 11:05:07.931
0 days 00:11:22.236000,2,Yellow,2023,4,2023-04-30 11:11:22.236
0 days 00:12:05.735000,1,AllClear,2023,4,2023-04-30 11:12:05.735
0 days 00:13:14.953000,2,Yellow,2023,4,2023-04-30 11:13:14.953
0 days 00:13:29.625000,1,AllClear,2023,4,2023-04-30 11:13:29.625
0 days 01:04:04.913000,2,Yellow,2023,4,2023-04-30 12:04:04.913
0 days 01:04:22.382000,1,AllClear,2023,4,2023-04-30 12:04:22.382
0 days 01:20:00.630000,2,Yellow,2023,4,2023-04-30 12:20:00.630
0 days 01:20:08.130000,1,AllClear,2023,4,2023-04-30 12:20:08.130
0 days 01:20:22.927000,2,Yellow,2023,4,2023-04-30 12:20:22.927
0 days 01:21:22.441000,4,SCDeployed,2023,4,2023-04-30 12:21:22.441
0 days 01:28:42.308000,1,AllClear,2023,4,2023-04-30 12:28:42.308
0 days 01:34:43.021000,2,Yellow,2023,4,2023-04-30 12:34:43.021
0 days 01:34:44.208000,1,AllClear,2023,4,2023-04-30 12:34:44.208
0 days 02:31:24.334000,2,Yellow,2023,4,2023-04-30 13:31:24.334
0 days 02:31:26.428000,1,AllClear,2023,4,2023-04-30 13:31:26.428
0 days 00:00:00,1,AllClear,2023,5,2023-05-07 19:30:00.000
0 days 00:19:40.236000,2,Yellow,2023,5,2023-05-07 19:49:40.236
0 days 00:19:43.236000,1,AllClear,2023,5,2023-05-07 19:49:43.236
0 days 00:19:45.330000,2,Yellow,2023,5,2023-05-07 19:49:45.330
0 days 00:19:48.345000,1,AllClear,2023,5,2023-05-07 19:49:48.345
0 days 00:00:00,1,AllClear,2023,6,2023-05-28 13:00:00.000
0 days 00:06:38.603000,2,Yellow,2023,6,2023-05-28 13:06:38.603
0 days 00:06:52.259000,1,AllClear,2023,6,2023-05-28 13:06:52.259
0 days 00:19:51.886000,2,Yellow,2023,6,2023-05-28 13:19:51.886
0 days 00:22:06.399000,1,AllClear,2023,6,2023-05-28 13:22:06.399
0 days 01:02:41.403000,2,Yellow,2023,6,2023-05-28 14:02:41.403
0 days 01:02:43.872000,1,AllClear,2023,6,2023-05-28 14:02:43.872
0 days 01:16:53.044000,2,Yellow,2023,6,2023-05-28 14:16:53.044
0 days 01:17:50.246000,1,AllClear,2023,6,2023-05-28 14:17:50.246
0 days 01:20:09.353000,2,Yellow,2023,6,2023-05-28 14:20:09.353
0 days 01:20:19.681000,1,AllClear,2023,6,2023-05-28 14:20:19.681
0 days 02:13:43.686000,2,Yellow,2023,6,2023-05-28 15:13:43.686
0 days 02:13:50.999000,1,AllClear,2023,6,2023-05-28 15:13:50.999
0 days 02:13:52.358000,2,Yellow,2023,6,2023-05-28 15:13:52.358
0 days 02:14:27.670000,1,AllClear,2023,6,2023-05-28 15:14:27.670
0 days 02:14:34.107000,2,Yellow,2023,6,2023-05-28 15:14:34.107
0 days 02:15:46.465000,1,AllClear,2023,6,2023-05-28 15:15:46.465
0 days 02:15:49.637000,2,Yellow,2023,6,2023-05-28 15:15:49.637
0 days 02:15:54.371000,1,AllClear,2023,6,2023-05-28 15:15:54.371
0 days 02:19:08.462000,2,Yellow,2023,6,2023-05-28 15:19:08.462
0 days 02:19:24.555000,1,AllClear,2023,6,2023-05-28 15:19:24.555
0 days 02:20:09.367000,2,Yellow,2023,6,2023-05-28 15:20:09.367
0 days 02:20:22.585000,1,AllClear,2023,6,2023-05-28 15:20:22.585
0 days 02:22:10.974000,2,Yellow,2023,6,2023-05-28 15:22:10.974
0 days 02:22:48.864000,1,AllClear,2023,6,2023-05-28 15:22:48.864
0 days 02:24:31.143000,2,Yellow,2023,6,2023-05-28 15:24:31.143
0 days 02:24:43.940000,1,AllClear,2023,6,2023-05-28 15:24:43.940
0 days 02:37:00.864000,2,Yellow,2023,6,2023-05-28 15:37:00.864
0 days 02:37:31.864000,1,AllClear,2023,6,2023-05-28 15:37:31.864
0 days 00:00:00,1,AllClear,2023,7,2023-06-04 13:00:00.000
0 days 00:00:00,1,AllClear,2023,8,2023-06-18 18:00:00.000
0 days 00:20:20.945000,2,Yellow,2023,8,2023-06-18 18:20:20.945
0 days 00:21:55.974000,1,AllClear,2023,8,2023-06-18 18:21:55.974
0 days 00:24:40.940000,2,Yellow,2023,8,2023-06-18 18:24:40.940
0 days 00:24:49.143000,1,AllClear,2023,8,2023-06-18 18:24:49.143
0 days 01:10:47.938000,2,Yellow,2023,8,2023-06-18 19:10:47.938
0 days 01:11:28.125000,6,VSCDeployed,2023,8,2023-06-18 19:11:28.125
0 days 01:12:03.077000,7,VSCEnding,2023,8,2023-06-18 19:12:03.077
0 days 01:12:14.311000,1,AllClear,2023,8,2023-06-18 19:12:14.311
0 days 01:17:38.759000,2,Yellow,2023,8,2023-06-18 19:17:38.759
0 days 01:17:43.165000,1,AllClear,2023,8,2023-06-18 19:17:43.165
0 days 01:17:44.509000,4,SCDeployed,2023,8,2023-06-18 19:17:44.509
0 days 01:26:16.875000,1,AllClear,2023,8,2023-06-18 19:26:16.875
0 days 01:42:40.014000,2,Yellow,2023,8,2023-06-18 19:42:40.014
0 days 01:42:43.295000,1,AllClear,2023,8,2023-06-18 19:42:43.295
0 days 01:50:57.036000,2,Yellow,2023,8,2023-06-18 19:50:57.036
0 days 01:51:55.597000,1,AllClear,2023,8,2023-06-18 19:51:55.597
0 days 00:10:31.151000,1,AllClear,2023,9,2023-07-02 13:10:31.151
0 days 01:02:11.953000,2,Yellow,2023,9,2023-07-02 14:02:11.953
0 days 01:02:17.938000,1,AllClear,2023,9,2023-07-02 14:02:17.938
0 days 01:02:55.281000,4,SCDeployed,2023,9,2023-07-02 14:02:55.281
0 days 01:06:45.308000,1,AllClear,2023,9,2023-07-02 14:06:45.308
0 days 01:18:35.546000,2,Yellow,2023,9,2023-07-02 14:18:35.546
0 days 01:19:51.372000,6,VSCDeployed,2023,9,2023-07-02 14:19:51.372
0 days 01:21:58.635000,7,VSCEnding,2023,9,2023-07-02 14:21:58.635
0 days 01:22:10.620000,1,AllClear,2023,9,2023-07-02 14:22:10.620
0 days 00:11:02.039000,1,AllClear,2023,10,2023-07-09 14:11:02.039
0 days 01:51:46.307000,2,Yellow,2023,10,2023-07-09 15:51:46.307
0 days 01:51:52.838000,6,VSCDeployed,2023,10,2023-07-09 15:51:52.838
0 days 01:53:16.633000,4,SCDeployed,2023,10,2023-07-09 15:53:16.633
0 days 02:05:50.823000,1,AllClear,2023,10,2023-07-09 16:05:50.823
0 days 00:00:00,1,AllClear,2023,11,2023-07-23 13:00:00.000
0 days 01:02:19.824000,2,Yellow,2023,11,2023-07-23 14:02:19.824
0 days 01:02:28.793000,1,AllClear,2023,11,2023-07-23 14:02:28.793
0 days 02:37:37.432000,2,Yellow,2023,11,2023-07-23 15:37:37.432
0 days 02:37:44.791000,1,AllClear,2023,11,2023-07-23 15:37:44.791
0 days 00:00:00,2,Yellow,2023,12,2023-07-30 13:00:00.000
0 days 00:05:56.684000,1,AllClear,2023,12,2023-07-30 13:05:56.684
0 days 00:28:36.184000,2,Yellow,2023,12,2023-07-30 13:28:36.184
0 days 00:29:50.105000,1,AllClear,2023,12,2023-07-30 13:29:50.105
0 days 00:51:13.731000,2,Yellow,2023,12,2023-07-30 13:51:13.731
0 days 00:51:35.715000,1,AllClear,2023,12,2023-07-30 13:51:35.715
0 days 01:05:29.425000,2,Yellow,2023,12,2023-07-30 14:05:29.425
0 days 01:07:05.236000,1,AllClear,2023,12,2023-07-30 14:07:05.236
0 days 01:07:18.799000,2,Yellow,2023,12,2023-07-30 14:07:18.799
0 days 01:07:25.111000,1,AllClear,2023,12,2023-07-30 14:07:25.111
0 days 02:25:23.966000,2,Yellow,2023,12,2023-07-30 15:25:23.966
0 days 00:00:00,1,AllClear,2023,13,2023-08-27 13:00:00.000
0 days 00:20:00.958000,2,Yellow,2023,13,2023-08-27 13:20:00.958
0 days 00:20:03.458000,1,AllClear,2023,13,2023-08-27 13:20:03.458
